image_path,category
aug_0_1.jpg,0
aug_0_2.jpg,0
aug_0_3.jpg,0
aug_0_4.jpg,0
aug_0_5.jpg,0
aug_0_6.jpg,0
aug_0_7.jpg,0
aug_0_8.jpg,0
aug_0_9.jpg,0
aug_0_10.jpg,0
aug_0_11.jpg,0
aug_0_12.jpg,0
aug_0_13.jpg,0
aug_0_14.jpg,0
aug_0_15.jpg,0
aug_0_16.jpg,0
aug_0_17.jpg,0
aug_0_18.jpg,0
aug_0_19.jpg,0
aug_0_20.jpg,0
aug_1_1.jpg,0
aug_1_2.jpg,0
aug_1_3.jpg,0
aug_1_4.jpg,0
aug_1_5.jpg,0
aug_1_6.jpg,0
aug_1_7.jpg,0
aug_1_8.jpg,0
aug_1_9.jpg,0
aug_1_10.jpg,0
aug_1_11.jpg,0
aug_1_12.jpg,0
aug_1_13.jpg,0
aug_1_14.jpg,0
aug_1_15.jpg,0
aug_1_16.jpg,0
aug_1_17.jpg,0
aug_1_18.jpg,0
aug_1_19.jpg,0
aug_1_20.jpg,0
aug_2_1.jpg,0
aug_2_2.jpg,0
aug_2_3.jpg,0
aug_2_4.jpg,0
aug_2_5.jpg,0
aug_2_6.jpg,0
aug_2_7.jpg,0
aug_2_8.jpg,0
aug_2_9.jpg,0
aug_2_10.jpg,0
aug_2_11.jpg,0
aug_2_12.jpg,0
aug_2_13.jpg,0
aug_2_14.jpg,0
aug_2_15.jpg,0
aug_2_16.jpg,0
aug_2_17.jpg,0
aug_2_18.jpg,0
aug_2_19.jpg,0
aug_2_20.jpg,0
aug_3_1.jpg,0
aug_3_2.jpg,0
aug_3_3.jpg,0
aug_3_4.jpg,0
aug_3_5.jpg,0
aug_3_6.jpg,0
aug_3_7.jpg,0
aug_3_8.jpg,0
aug_3_9.jpg,0
aug_3_10.jpg,0
aug_3_11.jpg,0
aug_3_12.jpg,0
aug_3_13.jpg,0
aug_3_14.jpg,0
aug_3_15.jpg,0
aug_3_16.jpg,0
aug_3_17.jpg,0
aug_3_18.jpg,0
aug_3_19.jpg,0
aug_3_20.jpg,0
aug_4_1.jpg,0
aug_4_2.jpg,0
aug_4_3.jpg,0
aug_4_4.jpg,0
aug_4_5.jpg,0
aug_4_6.jpg,0
aug_4_7.jpg,0
aug_4_8.jpg,0
aug_4_9.jpg,0
aug_4_10.jpg,0
aug_4_11.jpg,0
aug_4_12.jpg,0
aug_4_13.jpg,0
aug_4_14.jpg,0
aug_4_15.jpg,0
aug_4_16.jpg,0
aug_4_17.jpg,0
aug_4_18.jpg,0
aug_4_19.jpg,0
aug_4_20.jpg,0
aug_5_1.jpg,0
aug_5_2.jpg,0
aug_5_3.jpg,0
aug_5_4.jpg,0
aug_5_5.jpg,0
aug_5_6.jpg,0
aug_5_7.jpg,0
aug_5_8.jpg,0
aug_5_9.jpg,0
aug_5_10.jpg,0
aug_5_11.jpg,0
aug_5_12.jpg,0
aug_5_13.jpg,0
aug_5_14.jpg,0
aug_5_15.jpg,0
aug_5_16.jpg,0
aug_5_17.jpg,0
aug_5_18.jpg,0
aug_5_19.jpg,0
aug_5_20.jpg,0
aug_6_1.jpg,0
aug_6_2.jpg,0
aug_6_3.jpg,0
aug_6_4.jpg,0
aug_6_5.jpg,0
aug_6_6.jpg,0
aug_6_7.jpg,0
aug_6_8.jpg,0
aug_6_9.jpg,0
aug_6_10.jpg,0
aug_6_11.jpg,0
aug_6_12.jpg,0
aug_6_13.jpg,0
aug_6_14.jpg,0
aug_6_15.jpg,0
aug_6_16.jpg,0
aug_6_17.jpg,0
aug_6_18.jpg,0
aug_6_19.jpg,0
aug_6_20.jpg,0
aug_7_1.jpg,0
aug_7_2.jpg,0
aug_7_3.jpg,0
aug_7_4.jpg,0
aug_7_5.jpg,0
aug_7_6.jpg,0
aug_7_7.jpg,0
aug_7_8.jpg,0
aug_7_9.jpg,0
aug_7_10.jpg,0
aug_7_11.jpg,0
aug_7_12.jpg,0
aug_7_13.jpg,0
aug_7_14.jpg,0
aug_7_15.jpg,0
aug_7_16.jpg,0
aug_7_17.jpg,0
aug_7_18.jpg,0
aug_7_19.jpg,0
aug_7_20.jpg,0
aug_8_1.jpg,0
aug_8_2.jpg,0
aug_8_3.jpg,0
aug_8_4.jpg,0
aug_8_5.jpg,0
aug_8_6.jpg,0
aug_8_7.jpg,0
aug_8_8.jpg,0
aug_8_9.jpg,0
aug_8_10.jpg,0
aug_8_11.jpg,0
aug_8_12.jpg,0
aug_8_13.jpg,0
aug_8_14.jpg,0
aug_8_15.jpg,0
aug_8_16.jpg,0
aug_8_17.jpg,0
aug_8_18.jpg,0
aug_8_19.jpg,0
aug_8_20.jpg,0
aug_9_1.jpg,0
aug_9_2.jpg,0
aug_9_3.jpg,0
aug_9_4.jpg,0
aug_9_5.jpg,0
aug_9_6.jpg,0
aug_9_7.jpg,0
aug_9_8.jpg,0
aug_9_9.jpg,0
aug_9_10.jpg,0
aug_9_11.jpg,0
aug_9_12.jpg,0
aug_9_13.jpg,0
aug_9_14.jpg,0
aug_9_15.jpg,0
aug_9_16.jpg,0
aug_9_17.jpg,0
aug_9_18.jpg,0
aug_9_19.jpg,0
aug_9_20.jpg,0
aug_10_1.jpg,0
aug_10_2.jpg,0
aug_10_3.jpg,0
aug_10_4.jpg,0
aug_10_5.jpg,0
aug_10_6.jpg,0
aug_10_7.jpg,0
aug_10_8.jpg,0
aug_10_9.jpg,0
aug_10_10.jpg,0
aug_10_11.jpg,0
aug_10_12.jpg,0
aug_10_13.jpg,0
aug_10_14.jpg,0
aug_10_15.jpg,0
aug_10_16.jpg,0
aug_10_17.jpg,0
aug_10_18.jpg,0
aug_10_19.jpg,0
aug_10_20.jpg,0
aug_11_1.jpg,0
aug_11_2.jpg,0
aug_11_3.jpg,0
aug_11_4.jpg,0
aug_11_5.jpg,0
aug_11_6.jpg,0
aug_11_7.jpg,0
aug_11_8.jpg,0
aug_11_9.jpg,0
aug_11_10.jpg,0
aug_11_11.jpg,0
aug_11_12.jpg,0
aug_11_13.jpg,0
aug_11_14.jpg,0
aug_11_15.jpg,0
aug_11_16.jpg,0
aug_11_17.jpg,0
aug_11_18.jpg,0
aug_11_19.jpg,0
aug_11_20.jpg,0
aug_12_1.jpg,0
aug_12_2.jpg,0
aug_12_3.jpg,0
aug_12_4.jpg,0
aug_12_5.jpg,0
aug_12_6.jpg,0
aug_12_7.jpg,0
aug_12_8.jpg,0
aug_12_9.jpg,0
aug_12_10.jpg,0
aug_12_11.jpg,0
aug_12_12.jpg,0
aug_12_13.jpg,0
aug_12_14.jpg,0
aug_12_15.jpg,0
aug_12_16.jpg,0
aug_12_17.jpg,0
aug_12_18.jpg,0
aug_12_19.jpg,0
aug_12_20.jpg,0
aug_13_1.jpg,0
aug_13_2.jpg,0
aug_13_3.jpg,0
aug_13_4.jpg,0
aug_13_5.jpg,0
aug_13_6.jpg,0
aug_13_7.jpg,0
aug_13_8.jpg,0
aug_13_9.jpg,0
aug_13_10.jpg,0
aug_13_11.jpg,0
aug_13_12.jpg,0
aug_13_13.jpg,0
aug_13_14.jpg,0
aug_13_15.jpg,0
aug_13_16.jpg,0
aug_13_17.jpg,0
aug_13_18.jpg,0
aug_13_19.jpg,0
aug_13_20.jpg,0
aug_14_1.jpg,0
aug_14_2.jpg,0
aug_14_3.jpg,0
aug_14_4.jpg,0
aug_14_5.jpg,0
aug_14_6.jpg,0
aug_14_7.jpg,0
aug_14_8.jpg,0
